sn2001da	 0.01720	 52108.45	 1.917
sn2004ef	 0.03099	 53263.30	 -0.388
sn2006br	 0.02459	 53851.21	 0.540
sn2008gl	 0.03402	 54766.17	 -1.450
sn2006fw	 0.08300	 54005.16	 2.700
-----------------------------------------------------------------
Pair =(9,1)	 Nspec=15			 mean epoch=-1.31			 epoch std=1.76
SNIa	 zhelio	 MJD	 epoch
sn2004dt	 0.01973	 53238.00	 -1.766
sn2002he	 0.02460	 52586.00	 0.290
sn2004fu	 0.00920	 53323.00	 -2.650
sn2004fu	 0.00920	 53328.12	 2.430
sn2007hj	 0.01411	 54346.28	 -2.583
sn2001da	 0.01720	 52104.46	 -2.006
sn2007kk	 0.04100	 54380.38	 -1.748
sn1999cc	 0.03140	 51317.36	 1.706
sn2004ef	 0.03099	 53264.34	 0.621
sn2007jg	 0.03713	 54363.46	 -2.256
sn2004fu	 0.00920	 53328.07	 2.447
sn2004ef	 0.03099	 53262.18	 -1.474
sn1998dh	 0.00870	 51029.36	 -0.535
sn2007jg	 0.03713	 54365.38	 -1.220
sn2004ef	 0.03099	 53262.11	 -1.310
-----------------------------------------------------------------
Pair =(9,2)	 Nspec=12			 mean epoch=-1.21			 epoch std=1.08
SNIa	 zhelio	 MJD	 epoch
sn2004dt	 0.01973	 53237.00	 -2.747
sn2002er	 0.00910	 52525.00	 0.099
sn2007ci	 0.01800	 54244.26	 -1.710
sn1998dk	 0.01330	 51056.31	 -0.540
sn1999cc	 0.03140	 51314.34	 -1.222
sn1996bl	 0.03600	 50374.18	 -2.239
sn2007ci	 0.01800	 54245.19	 -1.189
sn2007ci	 0.01800	 54244.19	 -2.171
sn1999cc	 0.03140	 51315.40	 -0.194
sn2007bd	 0.03102	 54207.09	 0.520
sn2007as	 0.01757	 54178.07	 -2.660
sn2006os	 0.03281	 54061.18	 -1.040
-----------------------------------------------------------------
Pair =(9,3)	 Nspec=11			 mean epoch=1.93			 epoch std=2.13
SNIa	 zhelio	 MJD	 epoch
sn2004dt	 0.01973	 53238.00	 -1.766
sn2002er	 0.00910	 52527.00	 2.081
sn2006sr	 0.02440	 54094.24	 2.690
sn2006sr	 0.02440	 54095.13	 2.958
sn2005am	 0.00790	 53432.30	 -2.975
sn2005am	 0.00790	 53437.25	 1.934
sn2007bd	 0.03102	 54205.20	 -1.261
sn2006sr	 0.02440	 54094.12	 1.972
sn2005am	 0.00790	 53438.25	 2.925
sn2006sr	 0.02440	 54091.12	 -0.957
sn2006sr	 0.02440	 54093.09	 0.966
-----------------------------------------------------------------
Pair =(9,4)	 Nspec=14			 mean epoch=-1.03			 epoch std=1.57
SNIa	 zhelio	 MJD	 epoch
sn2000cx	 0.00810	 51752.00	 -0.794
sn2002er	 0.00910	 52523.00	 -1.883
sn2002er	 0.00910	 52522.00	 -2.874
sn2006sr	 0.02440	 54089.10	 -2.340
sn2006N	 0.01430	 53759.29	 -0.900
sn2006N	 0.01430	 53758.29	 -1.890
sn2005ki	 0.01921	 53706.65	 1.620
sn2007bd	 0.03102	 54208.22	 1.668
sn2003it	 0.02510	 52933.31	 -1.161
sn2006N	 0.01430	 53759.26	 -1.321
sn2003it	 0.02510	 52932.23	 -2.214
sn2003it	 0.02510	 52935.25	 0.732
sn2003it	 0.02510	 52936.24	 1.697
sn2003it	 0.02510	 52934.26	 -0.234
-----------------------------------------------------------------
Pair =(9,5)	 Nspec=5			 mean epoch=-1.25			 epoch std=2.09
SNIa	 zhelio	 MJD	 epoch
sn1994D	 0.00290	 49430.00	 -2.493
sn2008Q	 0.00810	 54505.09	 -0.308
sn2003it	 0.02510	 52937.24	 2.673
sn2008Q	 0.00810	 54503.13	 -2.252
sn2008Q	 0.00810	 54504.14	 -1.250
-----------------------------------------------------------------
Pair =(9,6)	 Nspec=10			 mean epoch=0.05			 epoch std=1.53
SNIa	 zhelio	 MJD	 epoch
sn1996X	 0.00680	 50191.00	 -0.099
sn1996X	 0.00680	 50192.00	 0.894
sn1996X	 0.00680	 50191.31	 0.209
sn1996X	 0.00680	 50188.32	 -2.761
sn1996X	 0.00680	 50190.33	 -0.765
sn1996X	 0.00680	 50189.44	 -1.649
sn1994D	 0.00290	 49432.35	 -0.150
sn2003cg	 0.00410	 52731.17	 1.763
sn1996X	 0.00680	 50193.31	 2.195
sn1996X	 0.00680	 50192.30	 1.192
-----------------------------------------------------------------
Pair =(9,7)	 Nspec=10			 mean epoch=-0.27			 epoch std=1.71
SNIa	 zhelio	 MJD	 epoch
sn2003cg	 0.00410	 52728.00	 -1.394
sn2003cg	 0.00410	 52731.33	 1.922
sn2003cg	 0.00410	 52732.18	 2.769
sn2000dg	 0.03850	 51790.37	 0.164
sn2003cg	 0.00410	 52729.21	 -0.189
sn2003cg	 0.00410	 52730.22	 0.817
sn2003cg	 0.00410	 52727.27	 -2.121
sn2000dg	 0.03850	 51789.38	 -0.790
snf20080720-001	 0.02090	 54671.44	 -0.353
sn2008bf	 0.02403	 54551.21	 -2.700
-----------------------------------------------------------------
Pair =(9,8)	 Nspec=3			 mean epoch=0.60			 epoch std=1.05
SNIa	 zhelio	 MJD	 epoch
sn2003cg	 0.00410	 52730.00	 0.598
sn2003cg	 0.00410	 52728.23	 -1.165
sn2008bf	 0.02403	 54555.31	 0.693
-----------------------------------------------------------------
Pair =(9,9)	 Nspec=31			 mean epoch=0.20			 epoch std=1.94
SNIa	 zhelio	 MJD	 epoch
sn2000cx	 0.00810	 51750.00	 -2.778
sn2000cx	 0.00810	 51753.00	 0.198
sn2002de	 0.02800	 52433.37	 -0.320
sn2008Z	 0.02100	 54512.46	 -2.290
sn2007bz	 0.02180	 54216.42	 1.650
sn1999dq	 0.01410	 51438.52	 2.970
sn2000cx	 0.00810	 51753.40	 0.890
sn2006cm	 0.01630	 53883.42	 -1.150
sn2005ag	 0.07976	 53413.60	 0.520
sn2000cx	 0.00810	 51751.48	 -1.309
sn1996ai	 0.00290	 50254.17	 -0.927
sn2002ef	 0.02360	 52487.44	 -2.892
sn1996ai	 0.00290	 50255.23	 0.130
sn2003cg	 0.00410	 52727.29	 -2.101
sn2006le	 0.01740	 54050.39	 2.939
sn2000fa	 0.02130	 51894.36	 2.213
sn2006gr	 0.03460	 54010.26	 -2.068
sn2002de	 0.02800	 52436.29	 2.714
sn1996ai	 0.00290	 50254.15	 -0.947
sn2001fe	 0.01340	 52229.51	 0.306
sn2008bf	 0.02403	 54557.29	 2.625
sn2002de	 0.02800	 52435.28	 1.732
sn2006cm	 0.01630	 53884.46	 -0.925
sn1996ai	 0.00290	 50257.27	 2.164
sn2000cx	 0.00810	 51752.43	 -0.367
sn2000fa	 0.02130	 51893.36	 1.234
sn2008fp	 0.00566	 54730.35	 1.160
sn2008bc	 0.01509	 54545.15	 -2.990
sn2008fp	 0.00566	 54731.36	 2.170
sn2008bf	 0.02403	 54556.17	 2.140
sn2008fp	 0.00566	 54726.33	 -2.830
-----------------------------------------------------------------
